电影名称,导演,主演,类型,制片国家/地区,时长,评分,评价人数
欢迎来北方,丹尼·伯恩,凯德·麦拉德&&丹尼·伯恩&&佐伊·费利克斯&&洛伦佐·奥斯利亚-福雷&&安·玛丽文&&菲利普·杜克斯纳&&盖伊·勒克卢瑟&&丽娜·雷诺&&米歇尔·加拉布吕&&斯特凡纳·弗雷斯&&Patrick Bosso&&杰罗姆·芒德尔&&Alexandre Carrière&&弗雷德·培森&&Franck Andrieux&&热尼·克莱韦&&克里斯朵夫·罗西尼翁&&齐达内·苏阿内,喜剧,法国,106,8.1,25974
十诫,塞西尔·B·戴米尔,查尔顿·赫斯顿&&尤·伯连纳&&安妮·巴克斯特&&爱德华·罗宾逊&&伊冯娜·德·卡洛&&黛博拉·佩吉特&&约翰·德里克&&塞德里克·哈德威克&&尼娜·弗彻&&玛莎·斯考特&&朱迪丝·安德森&&文森特·普莱斯&&约翰·卡拉丁&&奥利芙迪琳&&道格拉斯·敦布里勒,剧情&&历史&&冒险,美国,220,8.2,6723
下班后,马丁·斯科塞斯,格里芬·邓恩&&罗姗娜·阿奎特&&汤米·钟&&弗娜·布鲁姆&&琳达·费奥伦蒂诺&&特瑞·加尔&&约翰·赫德,剧情&&喜剧&&惊悚,美国,97,8.1,5409
青春梦工场,彭浩翔,黄又南&&周俊伟&&曾国祥&&徐天佑&&天宫真奈美&&周振辉&&詹瑞文&&葛民辉&&张达明,剧情&&喜剧&&爱情,中国香港,103,8.0,45771
心理测量者SS2：第一卫士,盐谷直义,东地宏树&&有本钦隆&&浅野真澄&&寺杣昌纪&&大原沙耶香&&关智一&&野岛健儿&&石田彰&&伊藤静&&泽城美雪&&本田贵子&&花泽香菜&&佐仓绫音,动作&&动画&&犯罪,日本,60,8.0,2396
橡皮头,大卫·林奇,杰克·南斯&&夏洛特·斯图尔特&&艾伦·约瑟夫&&珍妮·贝茨&&小哈尔·兰登,恐怖&&奇幻,美国,89,7.9,11919
寻：电影版,安德鲁·海格,乔纳森·格罗夫&&弗兰克·J·阿尔瓦雷斯&&穆雷·巴特利特&&劳伦·维德曼&&拉塞尔·托维&&劳尔·卡斯提洛&&丹尼尔·弗兰泽兹&&O·T·法格本&&巴希尔·萨拉赫丁&&克里斯·佩尔费蒂&&迈克尔·罗森&&德里克·菲利普斯&&泰恩·黛莉&&珍妮弗·福斯特&&克里夫·琼斯&&克里斯托弗·迈克尔·霍利&&苏伊玛·罗德里格兹,剧情&&爱情&&同性,美国,81,7.9,12101
天云山传奇,谢晋,石维坚&&施建岚&&王馥荔&&仲星火&&洪学敏,剧情,中国大陆,121,7.9,4415
啄木鸟和雨,冲田修一,役所广司&&小栗旬&&高良健吾&&臼田麻美&&伊武雅刀&&山崎努,喜剧,日本,129,7.8,8601
凶暴的男人,北野武,北野武&&白龙&&川上麻衣子&&佐野史郎&&芦川诚&&吉泽健&&赵方豪&&远藤宪一&&寺岛进&&滨田浩文&&石田太郎&&平泉成&&音无美纪子&&岸部一德,剧情&&动作&&惊悚&&犯罪,日本,103,7.8,7561
私恋失调,保罗·托马斯·安德森,亚当·桑德勒&&艾米丽·沃森&&菲利普·塞默·霍夫曼&&路易斯·古兹曼&&玛丽·莱恩·莱杰斯库,剧情&&喜剧&&爱情,美国,95,7.8,7102
爱情限时恋未尽,维克多·列文,安东·叶利钦&&贝纳尼丝·玛尔洛&&奥莉薇·瑟尔比&&埃里克·斯托尔兹&&格伦·克洛斯&&弗兰克·兰格拉&&朗贝尔·维尔森&&乔斯琳·德波尔&&多夫·蒂芬巴奇&&Amina Robinson,剧情&&喜剧&&爱情,美国,95,7.7,14875
股疯,李国立,潘虹&&刘青云&&王汝刚&&王华英&&郭锦恩,剧情&&喜剧,中国大陆,91,7.7,8904
朱丽叶与魔鬼,费德里科·费里尼,朱丽叶塔·马西纳&&桑德拉·米洛&&马里奥·皮苏&&瓦伦蒂娜·格特斯&&瓦勒斯卡·格特&&约瑟·路易斯·德·维拉龙卡&&Friedrich von Ledebur&&卡特丽娜·波拿托&&娄·吉尔伯特&&路易莎·黛拉·诺斯&&Silvana Jachino&&米莱娜·伍柯迪克&&弗莱德.威廉姆斯&&Dany París&&Anne Francine&&西娃·科丝西娜&&乔治·阿尔迪松&&Alberto Plebani&&圭多·阿尔贝蒂&&Mary Arden&&Rika Dialina&&米诺·多罗&&雅克·赫林&&莱娅·兰德尔&&克劳迪·兰格&&阿妮塔·桑德斯&&马西莫·萨尔基耶利&&玛利亚·特德斯奇&&玛丽卢·托洛&&西格丽德·冯·里希特霍芬&&Eugene Walter&&罗伯特·沃德斯,剧情&&喜剧&&奇幻,意大利,137,7.7,2546
心动的感觉,克洛德·皮诺托,苏菲·玛索&&文森特·林顿,喜剧&&爱情,法国,104,7.6,10716
女儿国的杰基,利雅得·萨杜夫,文森特·拉科斯特&&夏洛特·甘斯布&&迪迪埃·布尔东&&雅尼莫尼&&瓦莱丽·博莱同&&米歇尔·阿扎纳维西于斯&&诺埃米·洛夫斯基&&洛尔·玛尔萨克&&威廉·勒布吉欧&&Anthony Sonigo&&英迪亚·海尔&&比阿特丽丝·德·斯塔尔&&Frédéric Neidhardt&&安娜玛丽亚·沃特鲁梅&&瓦莱丽亚·戈利诺&&艾曼纽·德芙&&利雅得·萨杜夫&&欧嘉·米尔施泰因&&尼古拉·莫里&&Solveig Maupu&&朱莉·穆利耶&&玛丽·贝托&&Nick Liani&&Blutch&&Irina Wanka,喜剧,法国,87,7.6,11613
神枪手之死,安德鲁·多米尼克,布拉德·皮特&&玛丽-露易丝·帕克&&布鲁克琳·普劳克斯&&达斯汀·博林格&&卡西·阿弗莱克&&山姆·洛克威尔&&杰瑞米·雷纳&&山姆·夏普德&&加瑞特·迪拉胡特&&保罗·施耐德&&乔尔·麦克尼科尔&&James Defelice&&J·C·罗伯茨&&Darrell Orydzuk&&Jonathan Erich Drachenberg&&Torben Hansen&&艾丽森·艾略特&&劳伦·卡尔弗特&&凯林·西&&汤姆·奥尔德里奇&&帕特·希利&&迈克尔·帕克斯&&泰德·拉文&&詹姆斯·卡维尔&&Stephanie Wahlstrom&&迈克尔·J·罗杰斯&&莎拉·林德&&尼克·凯夫&&马修·沃克&&佐伊·丹斯切尔&&休·罗斯&&卡琳·博姆拜克&&道格·克里斯蒂安&&凯瑞·菲恩&&萨拉·弗罗&&安东尼·哈里森&&梅根·K·利斯&&巴布·米切尔&&莎拉·墨菲-戴森&&迈尔斯·彼得曼&&米尔娜·瓦兰斯,剧情&&传记&&历史&&犯罪&&西部,美国,160,7.5,18818
清洁,奥利维耶·阿萨亚斯,张曼玉&&尼克·诺特&&碧翠斯·黛尔&&让娜·巴利巴尔&&唐·麦凯勒,剧情&&音乐,法国,111,7.5,14712
离别是美丽的,安德鲁·斯特格奥,茱丽叶特·斯蒂文森&&埃里克斯·劳瑟&&菲尼克斯·布罗萨德&&芬巴尔·林奇&&妮雅姆·库萨克&&帕特里斯·朱伊夫&&纪尧姆·托博,爱情&&同性&&家庭,英国,109,7.5,7394
曾是超人的男子,郑胤澈,黄政民&&全智贤&&陈智熙&&李相烨&&鲜于善,剧情&&喜剧,韩国,102,7.4,9915
香港有个荷里活,陈果,周迅&&陈英明&&黄又南&&何世文&&梁仕平&&谭洁雯&&温金丽,剧情,中国香港,102,7.3,18864
星际旅行3：石破天惊,伦纳德·尼莫伊,威廉·夏特纳&&伦纳德·尼莫伊&&德福雷斯特·凯利&&詹姆斯·杜汉&&沃尔特·凯尼格,动作&&科幻&&惊悚&&冒险,美国,105,7.3,6757
仲夏夜魔法,嘉里·瑞德斯托姆,克里斯汀·肯诺恩斯&&埃文·蕾切尔·伍德&&彼得·斯特曼&&艾伦·卡明&&玛娅·鲁道夫&&阿尔弗雷德·莫里纳&&山姆·帕莱迪奥&&伊利亚·凯利&&鲍勃·爱因斯坦&&Meredith Anne Bull&&罗比·戴蒙德&&Llou Johnson,动画&&歌舞&&家庭&&奇幻,美国,99,7.3,7475
彷徨之刃,李正浩,郑在咏&&李星民&&徐俊英&&崔相旭&&李秀彬,剧情&&悬疑&&惊悚,韩国,122,7.3,7744
新半斤八两,陈欣健,许冠文&&许冠杰&&许冠英&&洪欣&&李司祺&&刘兆铭&&毛舜筠&&秦沛&&刘小慧&&罗冠兰&&余倩雯,喜剧,中国香港,92,7.3,4642
老妇杀手,伊桑·科恩,汤姆·汉克斯&&艾尔玛·霍尔&&马龙·韦恩斯&&J·K·西蒙斯&&马泰&&瑞恩·赫斯特&&黛安娜·德拉诺&&乔治·华莱士&&约翰·麦康奈尔&&贾森·韦弗&&斯蒂芬·鲁特&&Lyne Odums&&沃尔特·K·乔丹&&George Anthony Bell&&格雷戈·格伦伯格,喜剧&&惊悚&&犯罪,美国,104,7.1,12086
焦裕禄,王冀邢,李雪健&&李仁堂&&周宗印&&田园&&张英&&卢珊,剧情&&传记,中国大陆,100,7.1,7008
异形魔怪,罗恩·安德伍德,凯文·贝肯&&弗莱德·沃德&&Finn Carter&&迈克尔·格罗斯&&瑞芭·麦肯泰尔&&Robert Jayne&&夏洛特·斯图尔特&&托尼·吉纳罗&&阿丽亚娜·理查兹&&Richard Marcus&&黄自强&&Sunshine Parker&&Michael Dan Wagner&&康拉德·巴赫曼&&比比·贝什,喜剧&&恐怖,美国,96,7.1,8062
老人和枪,大卫·洛维,罗伯特·雷德福&&茜茜·斯派塞克&&卡西·阿弗莱克&&丹尼·格洛弗&&汤姆·威兹&&提卡·森普特&&阿勒·伊丽莎白·约翰逊&&蒂根·约翰逊&&吉因·琼斯&&约翰·大卫·华盛顿&&巴洛·雅克布斯&&奥古斯丁·弗里泽尔&&小伊塞亚·维特洛克&&丽雅·罗伯茨&&伊丽莎白·莫斯&&阿尔菲厄斯·格林&&基思·卡拉丹&&肯妮莎·汤普森&&罗伯特·朗斯特里特&&乔丹·崔威里恩&&托比·豪布鲁克斯&&克里斯汀·岱伊&&拉里·杰克·唐森&&帕姆·多尔蒂,剧情&&喜剧&&犯罪,美国,93,7.0,8439
神勇双响炮,张同祖,吴耀汉&&岑建勋&&叶德娴,喜剧&&动作,中国香港,100,7.0,3710
与我跳舞,矢口史靖,三吉彩花&&永谷真绘&&林田麻里&&三浦贵大&&室毅&&宝田明&&八城优,喜剧&&歌舞&&冒险,日本,104,7.0,4059
蕾切尔的婚礼,乔纳森·戴米,安妮·海瑟薇&&罗丝玛丽·德薇特&&塞巴斯蒂安·斯坦&&Roslyn Ruff&&比尔·欧文&&安娜·迪佛·史密斯&&安娜莱吉·阿什福特&&Zafer Tawil&&Beau Sia&&Innbo Shim&&Eliza Simpson&&Olive&&Anisa George&&Tamyra Gray&&Victoria Haynes,剧情&&爱情&&家庭,美国,113,6.9,33803
只是世界尽头,泽维尔·多兰,加斯帕德·尤利尔&&纳塔莉·贝伊&&蕾雅·赛杜&&文森特·卡索&&玛丽昂·歌迪亚&&西奥多·佩尔兰,剧情&&同性&&家庭,法国,97,6.9,11017
太后吉祥,金韬,陈佩斯&&斯琴高娃&&陈强&&宫晓瑄&&李大强&&何振军&&李琦&&王大治&&李希达&&刘廷尧,喜剧,中国大陆,102,6.9,7562
长短脚之恋,王钟,周润发&&王祖贤&&利智&&王青&&黄霑&&郑孟霞&&罗明珠&&黄一飞,喜剧&&爱情,中国香港,95,6.9,7290
蓝色骨头,崔健,赵有亮&&倪虹洁&&尹昉&&黄轩&&黄幻&&果靖霖&&雷汉&&陶冶&&毛阿敏,剧情&&音乐,中国大陆,100,6.8,23331
比邻星,艾丽斯·威诺古尔,伊娃·格林&&马特·狄龙&&阿列克谢·法捷耶夫&&拉斯·艾丁格&&桑德拉·惠勒&&格莱戈尔·科林 &&Zélie Boulant&&Trond-Erik Vassal&&Nancy Tate&&Igor Filippov&&Svetlana Nekhoroshikh&&Anna Sherbinina&&Vitaly Jay&&Lionel Ferra&&Manuela Aguzzi,剧情,法国,107,6.8,1600
薰衣草,叶锦鸿,金城武&&陈慧琳&&陈奕迅&&郑佩佩&&谷德昭&&尹子维,爱情&&奇幻,中国香港,111,6.7,15040
欢乐满人间2,罗伯·马歇尔,艾米莉·布朗特&&梅丽尔·斯特里普&&科林·费尔斯&&朱丽·沃特斯&&安吉拉·兰斯伯瑞&&艾米莉·莫迪默&&本·卫肖&&迪克·范·戴克&&大卫·沃纳&&林-曼努尔·米兰达&&杰里米·斯威夫特&&寇布勒·霍尔德布鲁克-史密斯&&匹克西·戴夫斯&&吉姆·诺顿&&贝恩·科拉科&&迈克尔·科布&&伯纳多·桑托斯&&乔安娜·希雅&&露丝·霍洛克斯&&贾格·帕特尔,歌舞,美国,130,6.7,8216
猛鬼佛跳墙,于仁泰(RonnyYu),董骠&&李丽珍 Loletta Lee&&何启南,喜剧&&恐怖,中国香港,79,6.7,3509
爱神,花明,钟汉良&&王子文&&任重&&张俪&&吴昕&&洪天明&&何杜娟&&关凌&&蒲巴甲&&肖剑&&韩栋&&张茜,喜剧&&爱情,中国大陆,98,6.6,16543
阴阳路3：升棺发财,邱礼涛,古天乐&&雷宇扬&&张锦程&&丁子峻&&谷德昭&&袁洁莹&&罗兰&&伍咏薇&&钱嘉乐&&谢天华&&成奎安,喜剧&&恐怖,中国香港,99,6.5,6391
独家记忆番外之再见爱,刘畅,张樟&&邓郁立&&方文强&&叶子诚&&李欢&&张超&&李婷婷&&陈博豪&&孙嘉灵&&李九霄&&龚锐,爱情,中国大陆,90,6.5,3852
三十极夜,大卫·斯雷德,乔什·哈奈特&&梅利莎·乔治&&丹尼·赫斯顿&&本·福斯特&&小马克·布恩,惊悚&&恐怖,美国,113,6.4,12903
我知道你去年夏天干了什么,JimGillespie,詹妮弗·洛芙·休伊特&&莎拉·米歇尔·盖拉&&瑞恩·菲利普&&小弗雷迪·普林兹,悬疑&&惊悚&&恐怖,美国,101,6.3,15548
百货战警,SteveCarr,凯文·詹姆斯&&基尔·奥唐纳&&杰玛·梅斯,喜剧&&动作&&犯罪,美国,91,6.2,15950
黑森灵,大卫·布鲁克纳,拉菲·斯波&&阿舍尔·阿里&&罗伯·詹姆斯-克里尔&&山姆·特劳顿&&保罗·雷德&&马修·尼达姆&&雅各布·詹姆斯·贝西克&&玛丽亚·厄沃尔特&&希拉里·李维斯&&彼得·利德尔&&弗朗西丝卡·穆拉&&克丽·麦克莱恩&&赞恩·加库,惊悚&&恐怖,英国,94,6.2,5092
猪扒大联盟,劳剑华,李嘉欣&&莫文蔚&&林熙蕾&&关秀媚&&陈小春&&冯德伦&&黄浩然&&杜德伟&&郭少芸&&陈键锋&&许绍雄&&卢海鹏&&杜汶泽&&邹凯光&&叶竞生,喜剧,中国香港,110,6.1,19421
火鸡总动员,吉米·海沃德,欧文·威尔逊&&伍迪·哈里森&&艾米·波勒&&武井乔治&&科尔姆·米尼&&凯斯·大卫&&丹·福勒&&吉米·海沃德&&凯特林·马希尔&&卡洛斯·阿拉斯拉奇&&杰夫·比安卡拉纳&&丹尼·凯里&&卡洛斯·庞丝&&罗伯特·贝尔特兰&&莱斯利·尼科尔,喜剧&&动画&&冒险,美国,91,6.1,8082
年兽大作战,张扬,雷佳音&&周冬雨&&陈赫&&陶虹&&郭涛&&郭子睿&&刘仪伟&&沈腾&&张一白&&王迅&&郝云&&谢娜&&熊乃瑾,喜剧&&动画&&奇幻,中国大陆,97,5.9,3267
求爱上上签,王晶,刘嘉玲&&张柏芝&&朱茵&&蒙嘉慧&&梁家辉&&陈冠希&&陆毅&&许志安&&钟镇涛&&陈逸宁&&郑佩佩&&张文慈&&许绍雄&&姜皓文&&区轩玮&&李健仁,喜剧&&爱情,中国香港,101,5.8,27020
只要你说你爱我,日向朝子,川口春奈&&福士苍汰&&市川知宏&&足立梨花&&永濑匡&&西崎莉麻&&山本凉介&&八木亚里纱,爱情,日本,103,5.4,10004
黑侠2,徐克,安志杰&&西恩·马奎特&&托宾·贝尔&&乔·鲍里托&&柯受良&&尹子维,剧情&&动作&&科幻,中国香港,102,5.0,3597
完美假妻168,刘镇伟,徐若瑄&&何炅&&王学兵&&蒋梦婕&&惠英红&&陈勋奇&&李菁&&杨诗敏&&吴宸臣&&陈柏霖&&陈妍希,喜剧&&爱情&&悬疑,中国大陆,93,4.9,6092
熊猫大侠,王岳伦,刘桦&&阿朵&&邓家佳&&任泉&&李晓川&&李昌元&&吴佩慈&&何炅&&施宁&&矢野浩二&&李彧&&吉杰,喜剧&&动作&&武侠&&古装,中国大陆,96,4.4,26893
我的宠物恐龙,马特·德鲁蒙德,乔丹·杜力乌&&Annabel Wolfe&&Scott Irwin&&Beth Champion&&Rowland Holmes&&Christopher Gabardi&&Harrison Saunders&&Tom Rooney&&Sam Winspear-Schillings&&Jack Mars&&Darius Williams&&Tiriel Mora&&斯蒂芬·戴维斯&&琼妮·萨缪尔&&大卫·罗伯茨,动作&&家庭&&冒险,澳大利亚,96,4.2,1205
我的野蛮女友2,马伟豪,熊黛林&&立威廉&&何炅&&冯媛甄&&黄宗泽,喜剧&&爱情,中国大陆,88,3.8,7767
大轰炸,萧锋,刘烨&&布鲁斯·威利斯&&宋承宪&&陈伟霆&&范伟&&马苏&&车永莉&&吴刚&&冯远征&&张钧甯&&耿乐&&谢霆锋&&范冰冰&&陈道明&&艾德里安·布洛迪&&雷佳&&涩谷天马&&张帆&&任达华&&吕良伟&&胡兵&&黄海冰&&拉莫·威利斯&&刘晓庆&&曹可凡&&黄圣依&&钟镇涛&&爱新觉罗·启星&&汪东城,动作&&战争,中国大陆,132,2.8,9854
唐伯虎点秋香2019,张敏,陈浩民&&陈百祥&&林子聪&&何浩文&&甄琪&&邱意浓&&解斯童&&苑琼丹&&郑佩佩&&王星瀚&&叶项明&&孙八一&&云千千&&桂晶晶&&曹思诗&&王謦瑶&&方敏婷&&王子涵&&蔚雨芯&&林子善&&黄竣锋&&王俊棠,喜剧&&奇幻&&古装,中国香港,,2.8,3209
哈姆雷特,RobertIcke,安德鲁·斯科特&&茱丽叶特·斯蒂文森&&杰西卡·布朗·芬德利&&安格斯·赖特&&大卫·瑞托&&卢克·汤普森&&彼得·怀特&&巴里·艾尔德&&洛娜·布朗,剧情,英国,191,9.3,812
IT狂人特别篇,格雷厄姆·莱恩汉,克里斯·奥多德&&理查德·艾欧阿德&&凯瑟琳·帕金森,喜剧,英国,48,9.2,18770
士兵之歌,格利高利·丘赫莱依,弗拉迪米尔·伊瓦绍夫&&然娜·普罗霍连科&&安东宁娜·马克西莫娃&&尼古拉·克留奇科夫&&叶甫盖尼·乌尔班斯基&&艾尔莎·拉兹金&&亚历山大·库兹涅佐夫&&耶维热尼·泰特林&&瓦伦蒂娜·马克瓦&&玛丽娜·克雷尼尔娃&&弗拉基米尔·伯克洛夫斯基&&格奥尔吉·尤玛托夫&&根纳季·尤赫金&&瓦伦蒂娜·特莱吉纳&&列夫·鲍里索夫&&列昂尼德·丘巴罗夫&&弗拉基米尔·卡什普尔&&谢苗·斯瓦申科&&尼娜·缅希科娃&&瓦连京·布雷列耶夫&&叶甫根尼·耶夫斯基格涅耶夫&&尤里·杜布罗温,剧情&&爱情&&战争,苏联,88,9.1,6885
舞台春秋,查理·卓别林,查理·卓别林&&巴斯特·基顿&&克莱尔·布鲁姆&&奈杰尔·布鲁斯&&悉尼·卓别林,剧情&&喜剧&&爱情&&音乐,美国,137,8.8,4083
巴比龙,富兰克林·沙夫纳,史蒂夫·麦奎因&&达斯汀·霍夫曼&&维克托·乔里&&唐·戈登&&安东尼·泽比&&伍德罗夫·帕弗雷&&乔治·库鲁里斯&&瓦尔·埃弗里&&格雷戈里·西拉&&维克·泰拜克&&E·J·安德烈&&兰-莱瑟&&利亚姆·邓恩&&彼得·布罗科&&理查德·法恩斯沃斯&&达尔顿·特朗勃&&Robert Deman&&Bill Mumy&&Ratna Assan&&William Smithers&&Mills Watson&&Ron Soble&&Barbara Morrison&&Richard Angarola&&John Quade&&Fred Sadoff&&Allen Jaffe&&安·伯恩·霍夫曼&&Harry Monty&&Ken Muggleston,剧情&&传记&&犯罪,法国,151,8.7,7913
四月是你的谎言OAD：MOMENTS,イシグロキョウヘイ,花江夏树&&种田梨沙&&梶裕贵&&早见沙织,剧情&&动画&&音乐,日本,24,8.7,2742
戈达尔直播实录：新冠疫情时期的影像,让-吕克·戈达尔,让-吕克·戈达尔&&利奥内尔·巴耶,脱口秀,瑞士,,8.7,274
特写,阿巴斯·基亚罗斯塔米,Hossain Sabzian&&莫森·玛克玛尔巴夫&&Abolfazl Ahankhah&&Mehrdad Ahankhah&&Monoochehr Ahankhah&&Mahrokh Ahankhah&&Nayer Mohseni Zonoozi&&Ahmad Reza Moayed Mohseni&&Hossain Farazmand&&Hooshang Shamaei&&Mohammad Ali Barrati&&Davood Goodarzi&&Haj Ali Reza Ahmadi&&Hassan Komaili&&Davood Mohabbat&&阿巴斯·基亚罗斯塔米,剧情&&犯罪,伊朗,98,8.6,5540
橄榄树下的情人,阿巴斯·基亚罗斯塔米,默罕默德·阿里·科沙瓦兹&&Farhad Kheradmand&&Zarifeh Shiva&&Hossein Rezai&&Tahereh Ladanian&&Hocine Redai&&Zahra Nourouzi&&Nosrat Bagheri&&Azim Aziz Nia&&Ostadvali Babaei&&N. Boursadiki&&Khodabakhsh Defaei&&Ahmed Ahmed Poor&&Babek Ahmed Poor&&Mahbanou Darabi&&贾法·帕纳西,剧情,伊朗,103,8.4,7751
大决战！超奥特曼八兄弟,八木毅,长野博&&鹤野刚士&&吉冈毅志&&五十岚隼士&&黑部进&&森次晃嗣,剧情&&科幻&&家庭&&奇幻&&冒险,日本,98,8.3,6536
暗之光,迈克尔·迈耶,尼古拉斯·雅各布&&迈克尔·阿洛尼,剧情&&同性,以色列,96,8.2,7107
单车少年,让-皮埃尔·达内,塞西尔·德·弗朗斯&&托马斯·多雷&&杰瑞米·雷乃&&法布里齐奥·隆吉奥内&&埃贡·迪·马特奥&&奥利维埃·古尔梅,剧情,比利时,87,8.1,17559
光荣战役,爱德华·兹威克,马修·布罗德里克&&丹泽尔·华盛顿&&摩根·弗里曼,剧情&&历史&&战争,美国,122,8.1,8065
鼹鼠,亚历桑德罗·佐杜洛夫斯基,亚历桑德罗·佐杜洛夫斯基&&Brontis Jodorowsky&&José Legarreta&&阿方索·阿雷奥,西部&&奇幻&&冒险,墨西哥,125,8.1,4529
切尔诺贝利之春,小野败仔,于越&&森中人&&冷泉夜月,剧情&&动画&&历史&&灾难,中国大陆,13,8.0,3513
潜水钟与蝴蝶,朱利安·施纳贝尔,马修·阿马立克&&艾玛纽尔·塞尼耶&&玛丽-乔西·克罗兹&&安妮·康斯金尼,剧情&&传记,法国,112,7.9,34870
暖,霍建起,郭晓东&&李佳&&香川照之,剧情&&爱情,中国大陆,109,7.9,14310
谜中谜,斯坦利·多南,加里·格兰特&&奥黛丽·赫本&&沃尔特·马修&&詹姆斯·柯本&&乔治·肯尼迪,喜剧&&爱情&&悬疑&&惊悚,美国,113,7.9,9558
哆啦A梦：大雄的平行西游记,芝山努,大山信代&&小原乃梨子&&野村道子&&立壁和也&&肝付兼太&&千千松幸子&&加藤正之&&横泽启子&&白川澄子&&田中亮一&&难波圭一&&池田胜&&水谷优子&&柴田秀胜&&栗叶子&&石森达幸&&加藤精三&&石井敏郎&&原惠理子&&田原阿尔诺&&岛香裕&&三矢雄二,科幻&&动画&&冒险,日本,91,7.9,5532
不再沉默,杰西卡·沙泽尔,克里斯汀·斯图尔特&&伊丽莎白·帕金斯&&罗伯特·约翰·伯克&&迈克尔·安格拉诺&&斯蒂夫·扎恩&&D·B·斯威尼&&Dick Hagerman&&Allison Siko&&Remy Brommer&&Grace Ameter&&Tyanna Rolley&&Leslie Lyles&&哈莉·赫里什&&Kimberly Kish&&Megan Pillar,剧情,美国,92,7.8,20038
波特小姐,克里斯·努安,蕾妮·齐薇格&&伊万·麦克格雷格&&艾米丽·沃森&&芭芭拉·弗林&&比尔·帕特森&&Matyelok Gibbs&&劳埃德·欧文,剧情&&传记,英国,88,7.8,14241
潜水艇,理查德·艾欧阿德,克雷格·罗伯兹&&帕迪·康斯戴恩&&莎莉·霍金斯&&诺亚·泰勒&&亚丝明·佩奇&&戴伦·伊万斯,剧情&&喜剧,英国,97,7.7,19616
英雄儿女,武兆堤,田方&&周文彬&&刘尚娴&&刘世龙&&褚大章&&郭振清&&浦克&&刘效国&&赵文瑜&&任颐&&王延盛&&柏瑞桐&&王宝顺&&李万城&&赵宝华&&刘彤彦,剧情&&战争,中国大陆,110,7.7,9413
三只猴子,努里·比格·锡兰,亚武兹·宾戈尔&&海蒂斯 阿斯兰&&里法特·桑贾尔&&厄康·吉赛尔&&Cafer Köse&&Gürkan Aydin,剧情,土耳其,109,7.7,10271
白头神探2½：恐怖的气味,大卫·扎克,莱斯利·尼尔森&&普瑞希拉·普雷斯利&&乔治·肯尼迪&&O·J·辛普森,喜剧&&动作&&犯罪,美国,85,7.7,9614
蜡笔小新：动感超人大战泳装魔王,本乡满,矢岛晶子&&楢桥美纪&&藤原启治&&玄田哲章&&小樱悦子&&增冈弘&&中田和宏&&青野武&&纳谷六朗&&泷泽罗子&&高田由美&&富泽美智惠&&真柴摩利&&林玉绪&&一龙斋贞友&&佐藤智惠&&京田尚子&&荒川太郎&&茶风林&&山口健&&沼田祐介&&坂东尚树&&乡里大辅&&井上瑶&&渡边久美子&&稀代樱子&&野泽那智,喜剧&&动画,日本,93,7.7,4952
