电视剧名称,导演,主演,类型,制片国家/地区,年份,评分,评价人数
破产姐妹,弗莱德·萨维奇,凯特·戴琳斯&&贝丝·比厄&&马修·摩伊&&乔纳森·克特&&詹妮佛·库里奇&&瑞恩·汉森&&斯蒂文·韦伯&&埃里克·安德烈 Eric André,喜剧,美国,2013,8.5,81408
绝代双骄,李国立,苏有朋&&林志颖&&陈德容&&李绮虹&&郑嘉颖&&林瑞阳&&于莉&&李立群&&张瑞竹,剧情&&武侠&&古装,中国台湾,1999,7.5,51049
将夜,杨阳,陈飞宇&&宋伊人&&胡军&&郑少秋&&孙祖君&&孟子义&&袁冰妍&&童瑶&&黄一琳&&胡宇轩&&陈震&&郭品超&&金士杰&&黎明&&杜玉明&&倪大红&&安志杰&&李子雄&&姚安濂&&苏可&&曹卫宇&&卢勇&&施诗&&康可人&&阿旺仁青&&洛桑群培&&尹铸胜&&何中华&&祝涛&&蒙恩&&廖望&&李圣佳&&姜山&&荣梓希&&姜晓冲&&李军&&曹丞&&李欣泽&&刘佩琦&&秦亦铭&&蔡华&&博隆&&居来提&&王东&&李金川&&杜奕衡&&廖语辰&&刘洁&&孙渤洋&&艾丽娅&&魏凯&&何绍宏&&孙蛟龙&&洪浚嘉&&芦鑫&&余梦寒&&茜玲娜依&&曹赞&&施庆虎&&富扬恩&&谷文泽,剧情&&奇幻,中国大陆,2018,7.5,53705
摩登家庭,克里斯·科赫,艾德·奥尼尔&&索菲娅·维加拉&&朱丽·鲍温&&泰·布利尔&&杰西·泰勒·弗格森&&艾瑞克·斯通斯崔特&&里克·罗德里格兹&&诺兰·古德&&萨拉·海蓝德&&阿芮尔·温特&&奥布里·安德森-埃蒙斯&&内森·菲利安&&杰瑞米·马奎尔,喜剧&&家庭,美国,2016,9.4,27026
麻雀,金琛,李易峰&&周冬雨&&张鲁一&&李小冉&&张若昀&&阚清子&&魏巍&&尹正&&王劲松&&史超&&刘珈彤&&王婉娟&&吴云飞,剧情&&悬疑,中国大陆,2016,6.6,51913
我的事说来话长,中岛悟,生田斗真&&安田显&&小池荣子&&清原果耶&&杉野遥亮&&水泽林太郎&&滨谷健司&&本多力&&きなり&&西村雅彦&&原田美枝子,剧情,日本,2019,9.0,34412
从前有座灵剑山,于中中,许凯&&张榕容&&朱元冰&&高雨儿&&郭晓婷&&合文俊&&郑雅文&&李俊浩&&郭晋安&&温升豪&&徐凌晨&&李熹子&&陆恩馨,剧情&&动作&&武侠,中国大陆,2019,7.1,51167
摩登家庭,詹姆斯·R·巴格多纳斯,艾德·奥尼尔&&索菲娅·维加拉&&朱丽·鲍温&&泰·布利尔&&杰西·泰勒·弗格森&&艾瑞克·斯通斯崔特&&萨拉·海蓝德&&阿芮尔·温特&&诺兰·古德&&里克·罗德里格兹&&奥布里·安德森-埃蒙斯&&杰瑞米·马奎尔,喜剧&&家庭,美国,2017,9.4,24760
鸡毛飞上天,余丁,张译&&殷桃&&陶泽如&&张佳宁&&高姝瑶&&吴其江&&花昆&&程实&&林一霆&&杨洪武&&闫龙飞&&张兆辉&&朱元浩&&崔立明&&张雅涵&&涂嘉娜&&崔璨&&曾雅诗&&周佳楠&&黄悦峰&&叶禾&&郑子寒&&陈果&&张哲&&邓郁立&&柳秉钰&&田宇鹏&&郑奇&&买政尧&&李虎城&&刘忠虎&&王长林&&张莉&&贾舒夷&&王云龙&&卢卓婕&&托尼&&柳玉林&&于子宽&&张恪维&&侍宣如&&齐藤广海&&喜利图&&丹尼尔&&刘硕&&黄以娜&&张海峰&&李娜&&吴晶&&罗米米&&涂玉芳,剧情,中国大陆,2017,8.2,51057
良医,麦克·里斯托,弗莱迪·海默&&尼古拉斯·冈萨雷斯&&安东尼娅·托马斯&&富田谭玲&&希尔·哈勃&&理查德·希夫&&卓库·莫度&&碧儿·加勒特&&克里斯蒂娜·张&&菲奥娜·嘉伯曼&&李威尹&&金大贤,剧情,美国,2018,9.1,26105
9号秘事,吉列尔莫·莫拉莱斯,里斯·谢尔史密斯&&史蒂夫·佩姆伯顿&&马克·本顿&&杰克·怀特霍尔&&吉姆·霍威克&&鲁斯·西恩&&谢里丹·史密斯&&茱莉‧赫斯姆德哈尔格&&崔佛·库珀&&西妮德·马修斯,喜剧&&悬疑,英国,2015,9.0,56695
山茶花开时,车荣勋,孔晓振&&姜河那&&金知硕&&池以秀&&吴政世&&廉惠兰&&孙丹菲&&金嫝勋&&高斗心&&全裴修,喜剧&&爱情&&悬疑,韩国,2019,8.4,28722
完美关系,安建,黄轩&&佟丽娅&&陈数&&高露&&袁子芸&&王森&&高凯元&&李泽锋&&麦亨利&&夏德俊&&王星辰&&田依桐&&张凯丽&&张馨予&&洪佳宁&&都金翰&&于恒&&董可飞&&陈牧扬&&马亮&&林栋甫&&车晓&&王汀&&王东&&白玉&&曹艳艳&&曹云金&&周知&&郭彤彤&&印小天&&曹苑&&张浩天&&白月&&贾妮&&张玮&&朱泳腾&&罗彬&&高坤&&刘钧,剧情,中国大陆,2020,4.0,77255
神烦警探,CortneyCarrillo,安迪·萨姆伯格&&斯蒂芬妮·比翠丝&&泰瑞·克鲁斯&&梅丽莎·弗梅洛&&乔·洛·特鲁格里奥&&安德鲁·布劳尔&&德克·布罗克&&乔尔·麦金农·米勒&&马克·埃文·杰克逊&&杰森·曼楚克斯&&瓦妮莎·贝尔&&J·K·西蒙斯&&尼克尔·比德尔贝克&&斯科特·文森&&吉·亚历山大&&凯拉·塞吉维克&&迈克尔·麦克唐纳&&克雷格·罗宾森&&奥马尔·亚当&&马克·库班&&布莱德利·惠特福德&&马丁·马尔&&Nicole Byer&&Antonio Raul Corbo&&Joshua Dov&&Winston Story&&Gabe Fonseca&&Matthew Jones&&卡梅拉·莱利&&Kenny Stevenson&&凯尔·柏海莫&&马修·弗林·贝罗斯&&Chris Cordone&&乔纳森·盖博思&&吉尔·巴塞&&塞斯·凯尔,喜剧&&犯罪,美国,2020,9.3,2279
红色,杨磊,陶虹&&张鲁一&&周一围&&李天柱&&谢园&&林栋甫&&刘敏&&李诚儒&&林威&&赵锦焘&&吴冕&&洪剑涛&&王迅&&姚安濂&&高岛真一&&赵健,剧情&&战争,中国大陆,2014,9.2,92590
真探,凯瑞·福永,马修·麦康纳&&伍迪·哈里森&&米歇尔·莫纳汉&&托利·基特尔斯&&亚历珊德拉·达达里奥&&迈克尔·波茨&&麦迪逊·沃尔夫&&J·D·埃弗摩尔&&丹娜·格瑞尔,剧情&&悬疑&&犯罪,美国,2014,9.3,111973
拥抱太阳的月亮,金道勋,韩佳人&&金秀贤&&丁一宇&&南宝拉&&金旼序&&宋在熙&&任时完&&金宣敬&&梁美京&&吕珍九&&尹胜雅&&金裕贞&&金所泫&&宋再临&&李敏豪&&陈智熙&&金英爱&&郑恩彪,剧情&&爱情&&古装,韩国,2012,8.1,67258
匆匆那年,姚婷婷,杨玏&&何泓姗&&白敬亭&&杜维瀚&&蔡文静&&王峥&&秦语&&曾红生&&蔺水净&&苏鑫&&刘畅&&杨青&&徐翠翠,剧情&&爱情,中国大陆,2014,8.1,54538
公主小妹,林合隆,张韶涵&&吴尊&&顾宝明&&辰亦儒&&胡宇威&&卓文萱&&夏靖庭,喜剧&&爱情,中国台湾,2007,6.0,40148
黑镜,托比·海恩斯,杰西·普莱蒙&&克里斯汀·米利欧缇&&吉米·辛普森&&比利·马格努森&&米凯拉·科尔&&奥赛·伊克希尔&&罗丝玛丽·德薇特&&布伦娜·哈丁&&欧文·泰格&&安吉拉·弗恩特&&尼古拉斯·坎贝尔&&保罗·布朗斯坦&&安德丽娅·赖斯伯勒&&安东尼·威尔士&&乔治娜·坎贝尔&&乔·科尔&&乔治·布莱顿&&格温妮丝·凯沃斯&&杰西·卡芙&&玛克辛·皮克&&克林特·戴尔&&道格拉斯·霍奇斯&&利蒂希娅·赖特&&丹尼尔·莱派恩&&亚历山德拉·罗奇&&亚伦·保尔&&布赖恩·佩蒂福&&阿明·卡丽玛&&詹姆斯·伊莱斯&&阿曼达·沃伦&&阿尔迪斯·霍吉&&萨拉·阿伯特&&卡伦·索尼娅·塞沃尔&&安德鲁·高尔&&米兰卡·布鲁克斯&&邓普斯·布瑞克&&汤姆·穆艾伦&&阿妮娅 霍奇&&保罗·G·雷蒙德&&艾比·奎因&&尼基·陶起亚,剧情&&科幻&&惊悚,美国,2017,8.3,106333
请回答1994,申源浩,高雅拉&&柳演锡&&郑宇&&金成钧&&成东日&&李一花&&车善玗&&敏度希&&孙浩俊&&尹瑞,剧情&&爱情,韩国,2013,8.7,60472
克拉恋人,陈铭章,唐嫣&&郑智薰&&罗晋&&迪丽热巴&&姚奕辰&&张雯&&王东&&郭柯彤&&白凡&&侯雪龙&&郭静琳&&薛祺&&傅方俊&&陈姝&&杨亚&&方晓莉&&王艺博&&陈雅斓&&丁柳雁&&宫韵&&马捷&&沈东军&&张兰&&朱薇薇&&陆忠&&杜娟&&方彧&&王雅静&&马亚楠&&李艳冰&&朱文超&&王嘉诚&&张燕峰&&金光民&&许楚涵&&侯越秋&&刘亚鹏&&白茹&&杨凯迪&&赵纯&&周茜&&陈玥&&朱建&&聂新源&&张译文,剧情&&爱情,中国大陆,2015,5.3,32226
好先生,张晓波,孙红雷&&江疏影&&王耀庆&&车晓&&张艺兴&&关晓彤&&董勇&&万茜&&李文玲&&王志华&&冯嘉怡&&赵志君&&李培铭&&郭彤彤&&冯晖&&张陆&&魏伟&&李朵&&张兰&&王晴,剧情&&爱情,中国大陆,2016,7.0,46198
步步惊心：丽,金奎泰,李准基&&姜河那&&李知恩&&洪宗玄&&南柱赫&&边伯贤&&成东日&&金成钧&&禹喜珍&&徐珠贤&&朴诗恩&&金志洙&&姜汉娜&&赵敏基&&朴智英,剧情&&爱情,韩国,2016,6.9,38077
血族,吉尔莫·德尔·托罗,寇瑞·斯托尔&&大卫·布拉德利&&凯文·杜兰&&米娅·麦斯特罗&&乔纳森·海德&&西恩·奥斯汀&&娜塔莉·布朗&&罗伯特·梅耶&&弗朗西斯·卡普拉&&莱斯利·霍普&&本·海兰德&&米格尔·戈麦斯&&杰克·凯西&&露塔·格德米纳斯,剧情&&恐怖,美国,2014,7.4,33786
狼殿下,孟凡,王大陆&&李沁&&辛芷蕾&&肖战&&郭书瑶&&臧洪娜&&林佑威&&马东辰&&张鑫&&丁勇岱&&赵崔玮&&颜世魁&&宫正楠&&付磊&&石凉&&白希&&黄杨钿甜&&邵老五&&曹骏&&雪村&&林澄&&李龙&&鲁轲轲&&冯大路,古装,中国大陆,2020,,
9号秘事,吉列尔莫·莫拉莱斯,史蒂夫·佩姆伯顿&&里斯·谢尔史密斯&&费奥纳·肖&&杰森·沃特金斯&&凯莉·霍威&&杰西卡·雷恩&&马修·贝恩顿&&菲利普·格伦尼斯特&&萨拉·哈德兰&&塔姆金·奥斯威特&&亚历山德拉·罗奇,喜剧&&悬疑&&恐怖,英国,2016,9.3,47539
纸钞屋,杰斯·科尔梅纳,乌苏拉·科尔维罗&&伊西娅尔·伊图诺&&阿尔瓦罗·莫奇&&佩德罗·阿隆索&&阿尔巴·弗洛雷斯&&米盖尔·赫尔南&&海因米·洛伦特&&埃丝特·阿塞博&&恩里克·阿尔切&&基蒂·曼维尔&&胡安·费尔南德斯&&纳瓦·尼姆利&&罗德里戈·德拉·塞尔纳&&霍威克·库区科利安&&费尔南多·卡约,动作&&悬疑&&惊悚&&犯罪,西班牙,2019,9.0,6812
扶摇,杨文军,杨幂&&阮经天&&刘奕君&&王劲松&&高伟光&&赖艺&&张雅钦&&胡可&&高瀚宇&&黄宥明&&李依晓&&梁森&&阿丽亚&&蒋龙&&赵楚纶&&宋佳伦&&刘璇&&涓子&&李洪涛,剧情&&爱情&&古装,中国大陆,2018,4.7,83313
东京爱情故事,永山耕三,铃木保奈美&&织田裕二&&江口洋介&&有森也实&&千堂秋穗,爱情,日本,1991,9.4,108283
射雕英雄传,王天林,黄日华&&翁美玲&&苗侨伟&&杨盼盼&&曾江&&刘丹&&李司棋&&谢贤&&戴志伟&&黄造时&&惠天赐&&陈秀珠&&黄韵材&&刘江&&秦沛&&夏雨&&石坚&&关海山&&黄文慧&&杨泽霖&&刘兆铭&&秦煌&&曾庆瑜&&陈安莹&&张雷,剧情&&动作&&武侠&&古装,中国香港,1983,9.1,62758
真相捕捉,本·切南,荷丽黛·格兰杰&&卡勒姆·特纳&&劳拉·哈德克&&希滕·珀泰尔&&索菲亚·布朗&&拉尔夫·伊内森&&本·迈尔斯&&莎朗·鲁妮&&巴里·沃德&&法米克·詹森&&朗·普尔曼&&彼得·辛格&&保罗·布莱克维尔&&泰·赫尔利&&伊恩·皮里&&黛西·沃特斯通&&卡迪夫·克尔万&&奈杰尔·林赛&&保罗·里特,悬疑&&惊悚&&战争,英国,2019,9.0,45297
意大利制造,阿戈·帕尼尼,赖求华&&玛格丽塔·布伊&&菲亚梅塔·奇科尼亚&&毛里齐奥·拉斯特里科&&瓦伦蒂娜·卡妮卢提&&塞尔吉奥·阿尔贝利&&朱塞佩·塞德纳&&马可·博奇&&安东尼奥·布鲁斯凯塔&&安娜·费鲁佐&&伊娃·洛克波诺&&斯特凡妮娅·罗卡&&加埃塔诺·布鲁诺&&安德里亚·博斯卡&&贝博·斯托蒂&&雷欧·波瓦&&妮可莱塔·罗曼诺芙&&理查德·福纳德&&恩里克·洛维索&&克劳迪亚·潘多尔菲,剧情&&喜剧,意大利,2019,9.0,3184
北平无战事,孔笙,刘烨&&陈宝国&&焦晃&&倪大红&&王庆祥&&程煜&&廖凡&&董勇&&沈佳妮&&祖峰&&李晨&&王凯&&王劲松&&姜瑞佳&&陈丽娜&&谢钢&&高鑫&&孙之鸿&&马少骅&&毕彦君&&韩青&&曹卫宇&&刘奕君&&罗京民&&王一楠&&杨新鸣&&岳旸&&王永泉&&刘钧&&白玉&&赵达&&赵小锐&&冯晖&&曹磊&&许敏&&匡牧野&&胡春勇&&马岩&&李克伟&&刘凌志&&赵志军&&啜二勇&&李泽章&&李培明&&魏伟&&刘红星&&苗克&&金丰&&朱子墨&&徐熙涵&&善亭&&王宏&&张陆&&冯启龙&&廖亮&&李靖&&张震&&郭东岳&&贺德光&&溟溟龙&&孙伟峰&&陈宏钊&&徐恒华&&李路遥&&文月明&&李泽锋&&林晓凡,剧情&&战争,中国大陆,2014,8.9,65139
白鹿原,刘进,张嘉译&&秦海璐&&何冰&&刘佩琦&&李洪涛&&雷佳音&&翟天临&&李沁&&姬他&&王骁&&孙铱&&田昊&&杨皓宇&&扈耀之&&戈治均&&邓伦&&南吉&&郝洋&&张瑶&&孟召重&&曹馨月,剧情&&历史,中国大陆,2017,8.8,82122
动物管理局,金哲勇,陈赫&&王子文&&唐晓天&&孔宋今&&谭泉&&黄一琳&&黄天元&&龙斌&&郭京飞&&海一天&&凤小岳,喜剧&&奇幻,中国大陆,2019,7.7,54586
难以置信,丽莎·查罗登科,梅里特·韦弗&&托妮·科莱特&&凯特琳·德弗&&丹妮尔·麦克唐纳&&戴尔·迪奇&&莉萨·拉皮拉&&凯·伦诺克斯&&布莱克·埃利斯&&奥马尔·马卡迪&&奥斯汀·赫伯特&&埃里克·兰格&&斯科特·劳伦斯&&伊丽莎白·玛维尔&&马克斯·阿西涅加&&安娜莱吉·阿什福特&&布里奇特·埃弗里特&&比尔·法格巴克&&查利·麦克德莫特&&布伦特·塞克斯顿&&沙恩·保罗·麦吉&&特雷莎·加里&&蒂姆·马丁·格里森&&迪乔·拉奎克&&亚伦·斯塔顿&&塔特·艾灵顿&&埃琳娜·坎贝尔-马丁内斯&&汤姆·阿曼德茨&&瓦妮莎·贝尔·卡洛威&&约翰·比灵斯列&&乔恩·比弗斯&&布鲁克·史密斯&&艾莉森·瑞德,剧情&&犯罪,美国,2019,9.2,41963
法证先锋,梅小青,欧阳震华&&林文龙&&蒙嘉慧&&钟嘉欣&&曹永廉&&郭少芸&&陈颖妍&&陈芷菁&&陈嘉仪&&陈思齐,剧情&&犯罪,中国香港,2006,8.6,53498
破产姐妹,唐·斯卡尔蒂诺,凯特·戴琳斯&&贝丝·比厄&&詹妮佛·库里奇&&乔纳森·克特&&摩根·科莱恩斯&&托莎琳内特&&丹尼尔摩根&&加勒特·莫里斯&&马修·摩伊&&金·卡戴珊&&杰西·麦特卡尔菲,喜剧,美国,2014,8.1,46540
择天记,钟澍佳,鹿晗&&古力娜扎&&吴倩&&曾舜晞&&许龄月&&陈数&&曾志伟&&姚笛&&张兆辉&&薛佳凝&&张峻宁&&高圣远&&高瀚宇&&林思意&&王策&&龚蓓苾&&尤靖茹&&吉丽&&吴雅君&&周开开&&张姝阳&&徐嘉曼&&顾佑明&&付嘉&&翟天临&&任山&&曲哲明&&冯荔军&&权沛伦&&陆忠&&白翔&&白海涛&&李超&&刘凯菲&&宇梁&&祖怀&&任豪&&邵美琪&&南伏龙&&张嘉鼎&&王岗&&陈芊诺&&王茂蕾&&郭洺宇&&郝帅&&贺镪&&童彤&&于洋&&何中华&&郭家诺&&高洋&&王铂清&&梁艺馨&&杨曾曦&&刘若谷&&吕晨悦&&武泽锦熙,剧情&&奇幻&&古装,中国大陆,2017,4.1,69720
神探狄仁杰,钱雁秋,梁冠华&&吕中&&张子健&&须乾&&祝延平&&钱雁秋&&蒋欣&&彭丹&&刘爽&&姜晓贝&&严燕生&&赵军凯&&张树平&&韩振华&&赵志刚&&韩继明&&李世龙&&贺松寿&&梅志刚&&孔庆子&&李海峰&&卢明&&陆继东&&夏志平&&韩木墩&&潘耀初&&符学斌,剧情&&悬疑&&古装,中国大陆,2004,8.8,34554
唐顿庄园,阿什利·皮尔斯,休·博纳维尔&&吉姆·卡特&&伊丽莎白·麦戈文&&玛吉·史密斯&&米歇尔·道克瑞&&丹·史蒂文斯&&托马斯·豪斯&&杰西卡·布朗·芬德利,剧情&&家庭,英国,2011,9.0,88278
一起同过窗,毕鑫业,武雨泽&&徐晓璐&&庞瀚辰&&李若嘉&&于翔&&应岱臻&&慈婉彤&&丁翔南&&李川,剧情&&爱情,中国大陆,2017,8.9,49321
宰相刘罗锅,张子恩,李保田&&张国立&&王刚&&邓婕&&李丁,喜剧&&古装,中国大陆,1996,8.2,46826
灵魂摆渡2,巨兴茂,于毅&&刘智扬&&肖茵&&杨紫&&马可&&梁椰雯&&宣璐&&王梦婷&&王千赫&&信鹏&&赵晓苏&&蔡子伦&&杨志刚&&黑子&&乔杉&&陈炳强&&姜广涛&&陈洁,剧情&&惊悚&&恐怖,中国大陆,2015,8.1,32527
羞耻,尤莉娅·安德姆,伊曼·迈基尼&&约瑟芬·弗里达·佩特森&&丽莎·泰格&&乌莉卡·法尔希&&安娜·斯维尼达&&坚吉兹·阿尔&&希莫·默罕默德·厄巴比&&塔利亚·桑德维克·莫尔&&亨利克·霍尔姆&&马龙·朗格兰&&萨夏·克莱贝尔·尼里吉拉&&大卫·亚历山大·谢侯&&谢琳·瓦哈卜&&亚当·厄扎力&&克里斯蒂娜·厄德格&&塞西莉·马丁森&&鲁比·达格纳尔,剧情&&爱情,挪威,2017,9.5,30427
搞笑一家人,金秉旭,李顺载&&罗文姬&&郑俊河&&丁一宇&&朴海美 &&金彗星&&朴敏英&&崔民勇&&金汎&&徐敏静&&申智,剧情&&喜剧&&爱情&&家庭,韩国,2006,9.6,76697
了不起的麦瑟尔夫人,埃米·谢尔曼-帕拉迪诺,瑞秋·布罗斯纳安&&艾利克斯·布诺斯町&&迈克尔·泽根&&托尼·夏尔赫布&&玛琳·辛科&&斯特林·K·布朗&&简·林奇&&扎克瑞·莱维&&莉莎·维尔&&卢克·科比 &&安德鲁·波尔克&&乔尔·约翰斯通&&马蒂尔达·斯齐达吉斯&&斯蒂芬妮·许&&努齐奥·帕斯卡尔&&马提欧·帕斯卡尔&&凯文·波拉克&&布赖恩·塔伦蒂诺&&卡罗琳·阿隆&&贝利·宝顿&&辛西娅·达洛&&贾斯汀·卢佩&&威尔·伯瑞,剧情&&喜剧,美国,2019,8.7,39003
屋塔房王世子,申允燮,朴有天&&韩智敏&&李泰成&&郑柔美&&李敏豪&&崔宇植&&郑锡元,剧情&&喜剧&&爱情,韩国,2012,7.8,61082
第八号当铺,陈俊良,杜德伟&&天心&&郑家榆&&林韦君&&庹宗华&&江祖平,剧情&&奇幻,中国台湾,2002,7.9,25675
轩辕剑之天之痕,李国立,胡歌&&蒋劲夫&&刘诗诗&&唐嫣&&古力娜扎&&林更新&&郑佩佩&&叶童&&吴启华&&高雄&&马天宇&&巴森&&李呈媛&&吕一&&叶青&&米雪,动作&&爱情&&奇幻&&古装,中国大陆,2012,6.2,35875
羞耻,尤莉娅·安德姆,约瑟芬·弗里达·佩特森&&托马斯·海耶斯&&乌莉卡·法尔希&&丽莎·泰格&&伊曼·迈基尼&&安娜·斯维尼达&&卡尔·马丁·厄格斯玻&&马龙·朗格兰&&塔利亚·桑德维克·莫尔&&克里斯蒂娜·厄德格&&赫尔曼·蒂美拉斯&&塞西莉·马丁森,剧情&&爱情,挪威,2016,8.8,28525
迪迦奥特曼,村石宏实,长野博&&吉本多香美&&高树澪&&大泷明利&&増田由起夫&&影丸茂樹&&古屋畅一&&川地民夫,动作&&科幻&&奇幻&&冒险,日本,1996,9.2,28252
鹤唳华亭,杨文军,罗晋&&李一桐&&黄志忠&&张志坚&&苗圃&&金瀚&&郑业成&&程小蒙&&王劲松&&郝蕾&&刘德凯&&王媛可&&辛鹏&&董春辉&&鲍大志&&王建国&&冯波&&王雨&&邱心志&&谭希和&&郭鹏&&夏楠&&景岗山&&陆妍淇&&刘海蓝&&王瑞子&&刘怡潼&&吴玉芳&&王蔚&&刘挺,爱情&&古装,中国大陆,2019,7.1,56604
毛骗,李洪绸,杨羽&&邵庄&&安宁&&邢冬冬&&黎伟&&汪小壹&&王思宇&&耿晓辉&&石晓东&&毕晨曦&&包志强&&姚梦,悬疑&&犯罪,中国大陆,2015,9.7,49762
羞耻,尤莉娅·安德姆,丽莎·泰格&&约瑟芬·弗里达·佩特森&&伊曼·迈基尼&&乌莉卡·法尔希&&安娜·斯维尼达&&马龙·朗格兰&&塔利亚·桑德维克·莫尔&&托马斯·海耶斯&&赫尔曼·蒂美拉斯&&卡尔·马丁·厄格斯玻&&克里斯蒂娜·厄德格&&塞西莉·马丁森&&大卫·亚历山大·谢侯,剧情&&爱情,挪威,2015,8.6,28979
小李飞刀,袁和平,焦恩俊&&贾静雯&&俞飞鸿&&萧蔷&&吴京&&范冰冰&&林利&&郑佳欣&&陈凯&&高雄&&任泉,武侠&&古装,中国大陆,1999,7.6,51136
坡道上的家,森垣侑大,柴崎幸&&水野美纪&&伊藤步&&真岛秀和&&田边诚一&&松本笑花&&风吹淳&&光石研&&高畑淳子&&佐藤惠&&倍赏美津子&&樱井由纪&&西田尚美&&长谷川稀世&&洼冢俊介&&松泽匠&&玄理&&酒井美纪&&利重刚&&泷泽沙织,剧情&&悬疑&&家庭&&犯罪,日本,2019,9.0,41916
海尔兄弟,刘左锋,唐亚男&&王江&&张美娟&&房露&&张华&&王羊&&滕腾&&车晓彤&&邹赫威&&高扬,剧情&&儿童&&冒险,中国大陆,1995,8.2,47806
回家的诱惑,林添一,秋瓷炫&&李彩桦&&凌潇肃&&郑逸桐&&夏台凤&&迟帅&&涂黎曼&&馨子&&雷佳音&&巴戈&&张芝华&&黄达亮&&刘洁&&朱佳煜,剧情&&爱情&&家庭,中国大陆,2011,6.5,25580
9号秘事,大卫·科尔,里斯·谢尔史密斯&&史蒂夫·佩姆伯顿&&杰甘·艾伊&&罗里·金尼尔&&比尔·帕特森&&玛西娅·沃伦&&哈蒂·莫拉汉&&海伦·蒙克斯&&塔尼娅·弗兰克斯&&凯文·埃尔登,喜剧&&悬疑&&惊悚,英国,2018,9.4,45441
梅尔罗斯,爱德华·贝尔格,本尼迪克特·康伯巴奇&&詹妮弗·杰森·李&&塞巴斯蒂安·马尔茨&&杰西卡·雷恩&&雨果·维文&&Prasanna Puwanarajah&&皮普·托伦斯&&安娜·玛德蕾 &&因迪拉·瓦玛&&丹顿·安德森&&加里·比德尔&&莫菲德·克拉克&&布莱思·丹纳&&荷丽黛·格兰杰&&西莉亚·伊姆里&&盖伊·保罗&&马库斯·史密斯&&约翰·斯坦丁&&艾琳·沃尔什&&艾莉森·威廉姆斯,剧情,英国,2018,9.0,81416
神盾局特工,乔斯·韦登,克拉克·格雷格&&温明娜&&布雷特·道顿&&汪可盈&&伊恩·德·卡斯泰克&&伊丽莎白·亨斯屈奇&&罗恩·格拉斯&&寇碧·史莫德斯&&劳拉·西,剧情&&动作&&科幻,美国,2013,8.2,65833
你回来了,池秉贤,金明洙&&辛睿恩&&徐志焄&&姜勋&&尹芮珠&&金汝珍&&安内相,爱情&&奇幻,韩国,2020,7.6,3983
非我所愿,乔纳森·恩特威斯尔,索菲娅·莉莉丝&&瓦耶特·奥莱夫&&索菲亚·布莱恩特&&凯瑟琳·罗斯·帕金斯&&理查德·伊利斯&&扎克瑞·S·威廉姆斯&&艾丹·沃塔克·希松&&戴维·图埃纳&&索菲亚·塔图姆&&格雷格·丹尼尔&&帕特里夏·斯坎隆&&杰克逊·弗雷泽&&玛丽莎·达维拉&&崔丹尼尔&&约瑟夫·坎农&&塔季扬娜·理查德,喜剧,美国,2020,7.4,24712
金枝欲孽,戚其义,邓萃雯&&黎姿&&张可颐&&佘诗曼&&林保怡&&陈豪&&梁琤&&陈秀珠&&陈鸿烈&&韦家雄&&黄德斌&&简慕华,剧情&&古装,中国香港,2004,8.9,96863
超感猎杀,莉莉·沃卓斯基,米格尔·安赫尔·西尔维斯特&&杰米·克莱顿&&布莱恩·J·史密斯&&裴斗娜&&阿梅尔·艾米恩&&塔彭丝·米德尔顿&&马克思·雷迈特&&蒂娜·德赛&&弗莉玛·阿吉曼&&纳威恩·安德利维斯&&达丽尔·汉纳&&豪威·约翰逊&&亚当·沙皮罗&&拉里·克拉克&&克里斯蒂安·奥列佛&&乔·潘托里亚诺&&马克斯·毛夫&&泰伦斯·曼,剧情&&科幻,美国,2015,8.9,79681
人间至味是清欢,陈铭章,佟大为&&陈乔恩&&王一博&&林鹏&&朱刚日尧&&赖婧&&祝雨辛&&谢帅,剧情&&爱情,中国大陆,2017,4.7,16353
不期而爱,ศิวัจน์สวัสดิ์มณีกุล,黄明明&&王俊勇&&洪天逸&&林乐杰&&陈瑞书&&南思睿&&周浩德&&陈智霆,爱情&&同性,泰国,2018,8.5,17383
豪杰春香,池秉贤,韩彩英&&在熙&&严泰雄&&朴诗恩&&安锡焕&&崔兰&&李仁慧&&崔在焕,喜剧&&爱情,韩国,2005,7.9,63746
雍正王朝,胡玫,唐国强&&焦晃&&王绘春&&杜雨露&&徐敏&&王辉&&徐祖明&&贾致罡&&李定保&&杜志国&&常林&&贺生伟&&蔡鸿翔&&赵毅&&李颖&&张彦春&&夏和平&&苗皓钧&&刘魁&&壮丽&&施建岚&&杨昊飞&&姜光宇&&韩熙明&&袁世龙&&廖丙炎&&刘杰&&万弘杰&&胡荣华&&陈志刚&&赵刚&&贾兆冀&&张日辉&&刘勇&&蒋国印&&陈凤桐&&黄永铸&&魏德山&&许东&&赵文亮&&钱学格&&任宝成&&刘伟&&张丹丹&&李国立&&黄湘阳&&黄子千&&王安秋&&孙万清&&康垂家&&李桂生&&李可&&盛才新&&尼格木图&&张元昌&&田松&&武晔&&杨惠礼&&郑建民&&黄钟&&金风&&刘晋&&何金龙&&陈昱&&侯涛&&李潭&&党永德&&李雨农&&龚航宇&&姜涛&&赵冬柏&&张新科&&曹春萱&&汪丽虹,剧情&&历史,中国大陆,1997,9.1,46478
